Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2020-01-23,GOOG,74.382004,74.776001,74.105003,74.332497,74.248009,27024000
2020-01-23,MSFT,166.190002,166.800003,165.270004,166.720001,160.072479,19680800
2020-01-23,ORCL,54.41,55.0,54.279999,54.98,51.238483,6583200
2020-01-24,GOOG,74.679497,74.77475,73.262497,73.335503,73.252144,35692000
2020-01-24,MSFT,167.509995,167.529999,164.449997,165.039993,158.459442,24918100
2020-01-24,ORCL,55.060001,55.200001,53.880001,54.07,50.390408,6426000
2020-01-27,MSFT,161.149994,163.380005,160.199997,162.279999,155.809479,32078100
2020-01-27,ORCL,53.18,53.52,52.630001,52.689999,49.104317,8259100
2020-01-27,GOOG,71.550003,71.903503,71.059998,71.695,71.61351,35104000
2020-01-28,ORCL,52.860001,53.68,52.66,53.459999,49.821922,8620300
2020-01-28,GOOG,72.150002,72.800003,71.623497,72.627998,72.545448,31548000
2020-01-28,MSFT,163.779999,165.759995,163.070007,165.460007,158.862701,24899900
2020-01-29,ORCL,53.779999,53.939999,53.18,53.200001,49.579617,6332500
2020-01-29,GOOG,72.940002,73.2715,72.336998,72.931503,72.848602,21554000
2020-01-29,MSFT,167.839996,168.75,165.690002,168.039993,161.339798,34754500
2020-01-30,ORCL,52.82,53.330002,52.279999,53.310001,49.682137,7176200
2020-01-30,GOOG,71.998001,72.863998,71.82,72.792,72.709259,26788000
2020-01-30,MSFT,174.050003,174.050003,170.789993,172.779999,165.890793,51597500
2020-01-31,GOOG,73.445,73.5065,71.426498,71.711502,71.62999,48344000
2020-01-31,MSFT,172.210007,172.399994,169.580002,170.229996,163.44249,36142700
2020-01-31,ORCL,53.34,53.490002,52.290001,52.450001,48.880657,8884700
2020-02-03,MSFT,170.429993,174.5,170.399994,174.380005,167.427048,30107000
2020-02-03,ORCL,52.73,53.41,52.689999,53.09,49.477108,8892500
2020-02-03,GOOG,73.099998,74.5,72.949501,74.296997,74.212547,60736000
2020-02-04,MSFT,177.139999,180.639999,176.309998,180.119995,172.938156,36433300
2020-02-04,ORCL,53.75,54.560001,53.75,54.040001,50.362465,9769800
2020-02-04,GOOG,72.8535,73.474998,71.315002,72.3535,72.271255,78660000
2020-02-05,MSFT,184.029999,184.199997,178.410004,179.899994,172.726913,39186300
2020-02-05,ORCL,54.669998,55.029999,54.580002,54.740002,51.014816,9612900
2020-02-05,GOOG,73.121002,73.192001,71.528,72.411499,72.329193,39724000
2020-02-06,MSFT,180.970001,183.820007,180.059998,183.630005,176.308197,27751400
2020-02-06,GOOG,72.516502,74.099998,72.4785,73.811501,73.7276,33588000
2020-02-06,ORCL,55.0,55.349998,54.709999,54.709999,50.986851,8832000
2020-02-07,GOOG,73.364998,74.292,73.317497,73.961502,73.877434,23446000
2020-02-07,MSFT,182.850006,185.630005,182.479996,183.889999,176.557831,33529100
2020-02-07,ORCL,54.27,54.970001,54.189999,54.720001,50.996181,7864800
2020-02-10,GOOG,73.716003,75.474998,73.716003,75.433998,75.348259,28398000
2020-02-10,MSFT,183.580002,188.839996,183.25,188.699997,181.17601,35844300
2020-02-10,ORCL,54.720001,55.07,54.450001,54.990002,51.247814,7198200
2020-02-11,GOOG,75.5905,76.481499,75.281898,75.439499,75.353752,26892000
2020-02-11,MSFT,190.649994,190.699997,183.5,184.440002,177.085907,53159900
2020-02-11,ORCL,55.169998,55.540001,55.110001,55.150002,51.396908,8466600
2020-02-12,MSFT,185.580002,185.850006,181.850006,184.710007,177.345139,47062900
2020-02-12,ORCL,55.549999,55.889999,55.25,55.73,51.937443,7541100
2020-02-12,GOOG,75.723999,76.034752,75.405502,75.913498,75.827209,23352000
2020-02-13,ORCL,55.310001,55.639999,55.009998,55.310001,51.546036,8480100
2020-02-13,GOOG,75.634499,76.359001,75.230003,75.733002,75.646919,18590000
2020-02-13,MSFT,183.080002,186.229996,182.869995,183.710007,176.385025,35295800
2020-02-14,ORCL,55.380001,55.84,55.240002,55.470001,51.695137,7496800
2020-02-14,GOOG,75.779999,76.037003,75.366997,76.037003,75.950577,23956000
2020-02-14,MSFT,183.25,185.410004,182.649994,185.350006,177.95961,23149500
2020-02-18,ORCL,55.419998,55.759998,55.099998,55.450001,51.676498,7185700
2020-02-18,GOOG,75.75,76.581497,75.629501,75.983498,75.897133,22414000
2020-02-18,MSFT,185.610001,187.699997,185.5,187.229996,179.764633,27792200
2020-02-19,ORCL,55.59,55.77,55.389999,55.439999,51.667175,6819200
2020-02-19,MSFT,188.059998,188.179993,186.470001,187.279999,180.303772,29997500
2020-02-19,GOOG,76.253502,76.605301,76.07,76.334503,76.247734,18986000
2020-02-20,MSFT,186.949997,187.25,181.100006,184.419998,177.550278,36862400
2020-02-20,ORCL,55.400002,55.869999,54.880001,55.509998,51.732418,6114600
2020-02-20,GOOG,76.099998,76.482002,75.341003,75.907501,75.82122,21932000
2020-02-21,MSFT,183.169998,183.5,177.25,178.589996,171.937469,48572600
2020-02-21,ORCL,55.080002,55.34,54.439999,54.68,50.958893,9078600
2020-02-21,GOOG,75.401497,75.610748,74.022003,74.255501,74.171097,34634000
2020-02-24,MSFT,167.770004,174.550003,163.229996,170.889999,164.524338,68311100
2020-02-24,ORCL,53.099998,53.529999,52.509998,52.650002,49.067047,10992500
2020-02-24,GOOG,71.305496,71.848503,70.569504,71.079498,70.998703,57342000
2020-02-25,ORCL,53.07,53.220001,50.799999,50.959999,47.49205,12202600
2020-02-25,GOOG,71.650002,71.906998,69.120003,69.422501,69.34359,49566000
2020-02-25,MSFT,174.199997,174.839996,167.649994,168.070007,161.809372,68073300
2020-02-26,GOOG,69.806999,70.785004,68.949997,69.658997,69.579819,44048000
2020-02-26,MSFT,169.710007,173.259995,168.210007,170.169998,163.831146,56206100
2020-02-26,ORCL,51.310001,53.139999,51.240002,52.049999,48.507874,16413100
2020-02-27,GOOG,68.102997,68.585197,65.858498,65.904503,65.82959,59566000
2020-02-27,MSFT,163.320007,167.029999,157.979996,158.179993,152.287766,93174900
2020-02-27,ORCL,50.880001,53.459999,50.759998,50.779999,47.324306,16161100
2020-02-28,GOOG,63.875,67.056999,63.549999,66.966499,66.890381,75782000
2020-02-28,MSFT,152.410004,163.710007,152.0,162.009995,155.975113,97012700
2020-02-28,ORCL,49.240002,49.889999,47.900002,49.459999,46.094128,24426000
2020-03-02,GOOG,67.580498,69.543503,66.340752,69.455498,69.376549,48630000
2020-03-02,ORCL,49.73,50.900002,48.669998,50.900002,47.436142,17328500
2020-03-02,MSFT,165.309998,172.919998,162.309998,172.789993,166.353531,71030800
2020-03-03,ORCL,50.619999,51.84,48.25,48.849998,45.525646,21830500
2020-03-03,GOOG,69.971001,70.5075,66.599998,67.069504,66.993271,48046000
2020-03-03,MSFT,173.800003,175.0,162.259995,164.509995,158.382004,71677000
2020-03-04,ORCL,49.849998,50.59,48.830002,50.540001,47.100636,14813700
2020-03-04,GOOG,67.961502,69.404503,67.155502,69.325996,69.2472,38266000
2020-03-04,MSFT,168.490005,170.699997,165.619995,170.550003,164.196976,49814400
2020-03-05,ORCL,49.23,49.68,47.75,48.0,44.73349,15843000
2020-03-05,GOOG,67.510002,67.945503,65.254997,65.952003,65.877037,51226000
2020-03-05,MSFT,166.050003,170.869995,165.690002,166.270004,160.076416,47817300
2020-03-06,GOOG,63.853001,65.310997,63.052502,64.920502,64.84671,53212000
2020-03-06,MSFT,162.610001,163.110001,156.0,161.570007,155.551498,72821100
2020-03-06,ORCL,46.57,48.299999,46.459999,47.369999,44.146362,24581400
2020-03-09,MSFT,151.0,157.75,150.0,150.619995,145.009354,70419300
2020-03-09,ORCL,44.950001,47.57,44.66,46.009998,42.878914,25949300
2020-03-09,GOOG,60.264999,62.737999,60.0,60.778,60.708916,67308000
2020-03-10,MSFT,158.160004,161.029999,152.580002,160.919998,154.925705,65354400
2020-03-10,ORCL,47.450001,48.91,46.16,48.580002,45.274025,27067700
2020-03-10,GOOG,63.0,64.057503,60.938499,64.019501,63.946732,52228000
2020-03-11,MSFT,157.130005,157.699997,151.149994,153.630005,147.907257,56371600
2020-03-11,ORCL,46.810001,47.48,44.27,44.720001,41.676697,24139200
2020-03-11,GOOG,62.485001,63.048,59.803501,60.7705,60.701424,52170000
2020-03-12,ORCL,41.119999,43.400002,39.709999,39.799999,37.091515,24123800
2020-03-12,GOOG,56.299999,59.693501,55.665001,55.745499,55.682137,84534000
2020-03-12,MSFT,145.300003,153.470001,138.580002,139.059998,133.87999,93226400
2020-03-13,GOOG,58.950001,60.987999,55.857151,60.9865,60.917179,74002000
2020-03-13,MSFT,147.5,161.910004,140.729996,158.830002,152.913589,92727400
2020-03-13,ORCL,44.450001,47.990002,43.419998,47.93,44.668251,28339400
2020-03-16,GOOG,54.799999,57.61335,53.722,54.216499,54.154873,85048000
2020-03-16,MSFT,140.0,149.350006,135.0,135.419998,130.37558,87905900
2020-03-16,ORCL,42.509998,47.57,41.259998,42.720001,39.812805,27493700
2020-03-17,GOOG,54.655499,56.542999,52.800499,55.990002,55.926361,77230000
2020-03-17,MSFT,140.0,147.5,135.0,146.570007,141.11026,81059800
2020-03-17,ORCL,43.619999,47.709999,41.66,46.860001,43.67107,25588900
2020-03-18,MSFT,138.0,146.0,135.020004,140.399994,135.17009,81593200
2020-03-18,ORCL,43.669998,47.799999,42.560001,47.27,44.053173,29557000
2020-03-18,GOOG,52.8255,55.325001,51.863998,54.84,54.777664,84668000
2020-03-19,ORCL,46.470001,47.970001,44.869999,45.07,42.00288,20159100
2020-03-19,GOOG,54.6525,57.898499,53.005402,55.7645,55.701115,73022000
2020-03-19,MSFT,142.770004,150.149994,139.0,142.710007,137.394073,85922700
2020-03-20,ORCL,45.02,46.700001,44.509998,45.650002,42.543404,26340800
2020-03-20,GOOG,56.785999,57.199501,53.274502,53.616001,53.555058,72036000
2020-03-20,MSFT,146.0,147.100006,135.860001,137.350006,132.233719,84866200
2020-03-23,ORCL,45.0,46.490002,43.889999,44.189999,41.18277,23063700
2020-03-23,GOOG,53.066002,53.566002,50.6768,52.831001,52.77095,80882000
2020-03-23,MSFT,137.009995,140.570007,132.520004,135.979996,130.914734,78975200
2020-03-24,ORCL,45.330002,48.009998,45.299999,47.84,44.584377,19323700
2020-03-24,MSFT,143.75,149.600006,141.270004,148.339996,142.814331,82516700
2020-03-24,GOOG,55.188499,56.75,54.530998,56.723,56.658524,66890000
2020-03-25,MSFT,148.910004,154.330002,144.440002,146.919998,141.44722,75638200
2020-03-25,ORCL,47.099998,48.740002,45.48,45.939999,42.813679,25625800
2020-03-25,GOOG,56.323502,57.445,54.300499,55.1245,55.061844,81630000
2020-03-26,MSFT,148.399994,156.660004,148.369995,156.110001,150.294876,64568100
2020-03-26,ORCL,46.380001,50.740002,46.189999,50.48,47.04472,22417900
2020-03-26,GOOG,55.59,58.498501,54.676498,58.087502,58.021477,71434000
2020-03-27,MSFT,151.75,154.889999,149.199997,149.699997,144.123627,57042300
2020-03-27,ORCL,49.09,51.599998,48.560001,49.830002,46.438957,20025300
2020-03-27,GOOG,56.283501,57.533501,55.295502,55.5355,55.472374,64170000
2020-03-30,ORCL,50.400002,51.59,49.59,50.360001,46.932888,20611900
2020-03-30,GOOG,56.251999,57.581501,54.824001,57.341,57.275822,51482000
2020-03-30,MSFT,152.440002,160.600006,150.009995,160.229996,154.261429,63420300
2020-03-31,GOOG,57.365002,58.765499,56.907001,58.140499,58.074413,49728000
2020-03-31,MSFT,159.399994,164.779999,156.559998,157.710007,151.835297,77927200
2020-03-31,ORCL,51.119999,51.18,48.0,48.330002,45.041027,15802000
2020-04-01,GOOG,56.099998,56.484501,54.872501,55.280998,55.218163,46884000
2020-04-01,MSFT,153.0,157.75,150.820007,152.110001,146.443878,57969900
2020-04-01,ORCL,46.549999,48.990002,46.040001,48.709999,45.395164,17918200
2020-04-02,MSFT,151.860001,155.479996,150.360001,155.259995,149.476563,49630700
2020-04-02,ORCL,48.18,49.889999,48.099998,49.799999,46.410999,16434400
2020-04-02,GOOG,54.912998,56.342999,54.82,56.042,55.978298,39298000
2020-04-03,ORCL,49.299999,50.049999,48.950001,49.400002,46.038223,13362500
2020-04-03,GOOG,55.950748,56.176998,53.990501,54.894001,54.831604,46268000
2020-04-03,MSFT,155.100006,157.380005,152.190002,153.830002,148.099854,41243300
2020-04-06,ORCL,50.400002,51.880001,50.349998,51.490002,47.985989,13845800
2020-04-06,GOOG,56.900002,59.733002,56.547001,59.346001,59.278545,53294000
2020-04-06,MSFT,160.320007,166.5,157.580002,165.270004,159.113678,67111700
2020-04-07,ORCL,52.150002,52.330002,50.709999,50.759998,47.305672,14063000
2020-04-07,GOOG,61.049999,61.25,59.1115,59.3255,59.258068,47746000
2020-04-07,MSFT,169.589996,170.0,163.259995,163.490005,157.399979,62769000
2020-04-08,GOOG,60.325001,60.953499,59.408001,60.514,60.445217,39502000
2020-04-08,MSFT,165.669998,166.669998,163.5,165.130005,158.978897,48318200
2020-04-08,ORCL,50.98,52.68,50.880001,52.130001,48.813225,15710700
2020-04-09,MSFT,166.360001,167.369995,163.330002,165.139999,158.988525,51385100
2020-04-09,ORCL,52.240002,53.619999,52.029999,53.18,49.796421,15521200
2020-04-09,GOOG,61.203999,61.2785,59.83675,60.572498,60.503647,43508000
2020-04-13,MSFT,164.350006,165.570007,162.300003,165.509995,159.344711,41905300
2020-04-13,ORCL,52.700001,53.139999,52.400002,52.970001,49.599792,12694800
2020-04-13,GOOG,60.459,61.025501,59.379902,60.877998,60.8088,34796000
2020-04-14,MSFT,169.0,173.75,168.0,173.699997,167.229645,52874300
2020-04-14,ORCL,53.709999,54.099998,53.450001,54.0,50.564251,11674600
2020-04-14,GOOG,62.254501,64.1035,61.8465,63.461498,63.389362,49408000
2020-04-15,MSFT,171.199997,173.570007,169.240005,171.880005,165.477478,40940800
2020-04-15,GOOG,62.280499,64.023003,62.02,63.123501,63.05175,33434000
2020-04-15,ORCL,53.209999,53.450001,52.810001,53.16,49.777699,10398100
2020-04-16,GOOG,63.705002,63.950001,62.131001,63.1735,63.101692,50362000
2020-04-16,MSFT,174.300003,177.279999,172.899994,177.039993,170.445236,50479600
2020-04-16,ORCL,53.150002,53.869999,53.07,53.700001,50.283333,14098300
2020-04-17,GOOG,64.2425,64.721497,63.561501,64.162498,64.089569,38980000
2020-04-17,MSFT,179.5,180.0,175.869995,178.600006,171.947159,52765600
2020-04-17,ORCL,54.52,54.720001,53.970001,54.619999,51.144798,13608800
2020-04-20,GOOG,63.549999,64.080002,63.068501,63.330502,63.258514,33910000
2020-04-20,MSFT,176.630005,178.75,174.990005,175.059998,168.539017,36669600
2020-04-20,ORCL,54.049999,54.580002,53.799999,53.91,50.479977,10358900
2020-04-21,MSFT,173.5,173.669998,166.110001,167.820007,161.568695,56203700
2020-04-21,ORCL,53.23,53.34,51.119999,51.310001,48.045406,14111700
2020-04-21,GOOG,62.349998,62.713501,60.4855,60.817001,60.747871,43060000
2020-04-22,ORCL,52.029999,52.580002,51.77,52.27,48.944313,9668300
2020-04-22,GOOG,62.277,64.280647,62.099998,63.1605,63.088707,41848000
2020-04-22,MSFT,171.389999,174.0,170.820007,173.520004,167.056366,34620200
2020-04-23,ORCL,52.23,52.990002,51.450001,51.970001,48.66341,10330200
2020-04-23,GOOG,63.577499,64.665497,63.283501,63.815498,63.742962,31324000
2020-04-23,MSFT,174.110001,175.059998,170.910004,171.419998,165.034592,32790800
2020-04-24,ORCL,52.41,53.049999,51.959999,53.009998,49.637241,9403500
2020-04-24,GOOG,63.058498,64.019997,62.4725,63.9655,63.892792,32792000
2020-04-24,MSFT,172.059998,174.559998,170.710007,174.550003,168.048004,34277600
2020-04-27,GOOG,64.800003,64.807503,63.450001,63.793999,63.721485,32012000
2020-04-27,MSFT,176.589996,176.899994,173.300003,174.050003,167.56665,33194400
2020-04-27,ORCL,53.360001,53.639999,53.060001,53.369999,49.974331,9123200
2020-04-28,MSFT,175.589996,175.669998,169.389999,169.809998,163.484543,34392700
2020-04-28,ORCL,53.900002,54.150002,53.130001,53.200001,49.815151,8350500
2020-04-28,GOOG,64.3965,64.402496,61.610001,61.683498,61.613384,59026000
2020-04-29,MSFT,173.220001,177.679993,171.880005,177.429993,170.820724,51286600
2020-04-29,ORCL,53.950001,54.279999,53.689999,53.880001,50.451881,9064100
2020-04-29,GOOG,67.072998,67.999496,66.266998,67.073997,66.997757,75872000
2020-04-30,MSFT,180.0,180.399994,176.229996,179.210007,172.534409,53875900
2020-04-30,ORCL,53.470001,53.599998,52.799999,52.970001,49.599792,11808800
2020-04-30,GOOG,66.244003,67.640999,66.124496,67.432999,67.356354,53378000
2020-05-01,ORCL,52.380001,52.439999,51.310001,51.790001,48.494862,8702400
2020-05-01,GOOG,66.425003,67.6035,65.550003,66.030502,65.955444,41450000
2020-05-01,MSFT,175.800003,178.639999,174.009995,174.570007,168.067261,39370500
2020-05-04,GOOG,65.411499,66.383003,64.949997,66.339996,66.264587,30080000
2020-05-04,MSFT,174.490005,179.0,173.800003,178.839996,172.178177,30372900
2020-05-04,ORCL,51.709999,51.790001,51.099998,51.75,48.457405,7567900
2020-05-05,GOOG,66.896004,68.696999,66.873001,67.555496,67.478706,33030000
2020-05-05,MSFT,180.619995,183.649994,179.899994,180.759995,174.026672,36839200
2020-05-05,ORCL,52.220001,52.860001,51.990002,52.049999,48.738319,7271800
2020-05-06,GOOG,68.084503,68.556,67.364502,67.364998,67.288429,24308000
2020-05-06,MSFT,182.080002,184.199997,181.630005,182.539993,175.740356,32139300
2020-05-06,ORCL,52.43,52.5,51.700001,51.860001,48.560417,7050000
2020-05-07,GOOG,68.296997,68.879997,67.763496,68.627998,68.549995,27952000
2020-05-07,ORCL,52.400002,52.919998,52.27,52.599998,49.253326,7154700
2020-05-07,MSFT,184.169998,184.550003,182.580002,183.600006,176.760895,28316000
2020-05-08,ORCL,53.189999,53.779999,52.77,53.57,50.16161,8130800
2020-05-08,GOOG,69.156502,69.938004,68.774002,69.418503,69.3396,27738000
2020-05-08,MSFT,184.979996,185.0,183.360001,184.679993,177.800629,30877800
2020-05-11,ORCL,53.130001,53.830002,53.060001,53.529999,50.124142,8138600
2020-05-11,GOOG,68.914001,70.8265,68.857597,70.163002,70.083252,28242000
2020-05-11,MSFT,183.149994,187.509995,182.850006,186.740005,179.78392,30892700
2020-05-12,ORCL,53.799999,53.830002,52.25,52.27,48.944313,8598800
2020-05-12,GOOG,70.356003,70.75,68.738503,68.787003,68.708817,27812000
2020-05-12,MSFT,186.800003,187.039993,182.300003,182.509995,175.711487,32038200
2020-05-13,GOOG,68.852501,69.274101,66.419998,67.466499,67.389816,36252000
2020-05-13,MSFT,182.550003,184.050003,176.539993,179.75,173.054276,44711500
2020-05-13,ORCL,52.43,52.490002,51.279999,51.650002,48.363766,10274300
2020-05-14,MSFT,177.539993,180.690002,175.679993,180.529999,173.805222,41873900
2020-05-14,ORCL,51.139999,53.029999,50.860001,52.91,49.543606,13794000
2020-05-14,GOOG,66.750999,67.871002,66.195503,67.806503,67.729431,32062000
2020-05-15,MSFT,179.059998,187.059998,177.0,183.160004,176.33728,46610400
2020-05-15,ORCL,52.700001,53.990002,52.52,52.919998,49.552959,39055700
2020-05-15,GOOG,67.5,68.723999,66.949997,68.6595,68.581459,34154000
2020-05-18,MSFT,185.75,186.199997,183.960007,184.910004,178.022079,35264500
2020-05-18,ORCL,53.91,53.950001,53.07,53.150002,49.768326,9901900
2020-05-18,GOOG,68.087502,69.616249,67.712502,69.196999,69.118347,36448000
2020-05-19,MSFT,185.029999,186.600006,183.490005,183.630005,176.789764,26799100
2020-05-19,GOOG,69.349854,69.599998,68.674248,68.674248,68.596191,25612000
2020-05-19,ORCL,53.18,53.25,52.32,52.34,49.009869,9805100
2020-05-20,GOOG,69.478996,70.521004,69.362503,70.335999,70.25605,33108000
2020-05-20,MSFT,184.809998,185.850006,183.940002,185.660004,179.241959,31261300
2020-05-20,ORCL,53.09,53.27,52.650002,52.900002,49.534241,9115900
2020-05-21,GOOG,70.400002,70.774498,69.672501,70.139999,70.060272,27700000
2020-05-21,MSFT,185.399994,186.669998,183.289993,183.429993,177.089066,29119500
2020-05-21,ORCL,52.759998,52.939999,52.119999,52.220001,48.897507,7464000
2020-05-22,GOOG,69.835503,70.638,69.591499,70.521004,70.440842,26188000
2020-05-22,MSFT,183.190002,184.460007,182.539993,183.509995,177.16629,20826900
2020-05-22,ORCL,52.34,52.639999,52.080002,52.619999,49.272053,7211700
2020-05-26,MSFT,186.339996,186.5,181.100006,181.570007,175.29335,36073600
2020-05-26,ORCL,53.650002,53.68,52.650002,52.779999,49.421867,11200600
2020-05-26,GOOG,71.863503,72.050003,70.606499,70.850998,70.770462,41212000
2020-05-27,ORCL,53.0,53.25,52.57,53.200001,49.815151,9228100
2020-05-27,GOOG,70.862503,71.086998,69.564499,70.891998,70.811417,33716000
2020-05-27,MSFT,180.199997,181.990005,176.600006,181.809998,175.52504,39517100
2020-05-28,ORCL,53.759998,54.150002,53.220001,53.619999,50.208424,9465400
2020-05-28,GOOG,69.843002,72.042,69.800003,70.836502,70.755981,33844000
2020-05-28,MSFT,180.740005,184.149994,180.380005,181.399994,175.129242,33810200
2020-05-29,ORCL,53.619999,53.939999,52.990002,53.77,50.348885,14734800
2020-05-29,GOOG,70.847,71.628502,70.667503,71.445999,71.364792,36418000
2020-05-29,MSFT,182.729996,184.270004,180.410004,183.25,176.915268,42130400
2020-06-01,ORCL,53.279999,53.389999,52.790001,53.060001,49.684055,7363200
2020-06-01,MSFT,182.539993,183.0,181.460007,182.830002,176.509766,22622400
2020-06-01,GOOG,70.919502,71.898003,70.900002,71.591003,71.509628,24342000
2020-06-02,MSFT,184.25,185.0,181.350006,184.910004,178.517883,30794600
2020-06-02,ORCL,53.240002,53.290001,52.639999,53.279999,49.890057,8756300
2020-06-02,GOOG,71.527496,71.980499,70.941498,71.960999,71.879204,25562000
2020-06-03,MSFT,184.820007,185.940002,183.580002,185.360001,178.952347,27311000
2020-06-03,ORCL,53.330002,53.619999,52.990002,53.490002,50.0867,9188700
2020-06-03,GOOG,71.915001,72.327599,71.488853,71.819,71.737366,25124000
2020-06-04,MSFT,184.300003,185.839996,182.300003,182.919998,176.59668,28761800
2020-06-04,ORCL,53.23,53.689999,52.630001,52.849998,49.487415,9696000
2020-06-04,GOOG,71.519997,71.947998,70.236504,70.609001,70.52874,29686000
2020-06-05,ORCL,53.09,54.27,52.740002,53.98,50.545528,12210100
2020-06-05,GOOG,70.658501,72.252502,70.300003,71.919502,71.837753,34698000
2020-06-05,MSFT,182.619995,187.729996,182.009995,187.199997,180.728729,39893600
2020-06-08,GOOG,71.116997,72.399498,71.116997,72.330498,72.248283,28084000
2020-06-08,MSFT,185.940002,188.550003,184.440002,188.360001,181.848633,33211600
2020-06-08,ORCL,53.349998,55.119999,53.279999,55.099998,51.594254,11519500
2020-06-09,GOOG,72.267998,73.400002,72.1605,72.807999,72.725243,28184000
2020-06-09,MSFT,188.0,190.699997,187.259995,189.800003,183.238846,29783900
2020-06-09,ORCL,55.0,55.060001,53.880001,54.18,50.7328,8852500
2020-06-10,GOOG,72.976997,73.712952,72.813499,73.292503,73.209198,30504000
2020-06-10,MSFT,191.130005,198.520004,191.009995,196.839996,190.035492,43872300
2020-06-10,ORCL,54.5,54.66,53.900002,54.110001,50.667244,7436700
2020-06-11,MSFT,193.130005,195.759995,186.070007,186.270004,179.830887,52854700
2020-06-11,ORCL,53.25,53.560001,51.23,51.310001,48.045406,12805700
2020-06-11,GOOG,72.124001,72.723747,70.099998,70.192001,70.112213,39826000
2020-06-12,ORCL,52.450001,53.0,50.98,51.860001,48.560417,11537200
2020-06-12,GOOG,71.4245,71.849998,69.301003,70.658997,70.578682,38928000
2020-06-12,MSFT,190.539993,191.720001,185.179993,187.740005,181.250046,43373600
2020-06-15,ORCL,50.959999,53.43,50.91,53.25,49.861965,16038100
2020-06-15,GOOG,69.540001,71.239998,69.396004,70.9925,70.911804,30078000
2020-06-15,MSFT,184.580002,190.820007,184.009995,188.940002,182.408585,32770200
2020-06-16,ORCL,54.459999,55.0,53.779999,54.59,51.116711,19380200
2020-06-16,GOOG,72.261002,72.750999,71.294998,72.136002,72.054008,34184000
2020-06-16,MSFT,192.889999,195.580002,191.460007,193.570007,186.878525,42556700
